id,subject,content,options,correct_answer,explanation,habilidad,difficulty,created_at,active,area_tematica,tema,subtema
88869a5a-8a7b-4406-8b07-fd09733d3cfe,H,¿Cuál fue el primer pueblo originario que encontraron los españoles al llegar a Chile?,"{""a"": ""Mapuche"", ""b"": ""Aymara"", ""c"": ""Atacameños"", ""d"": ""Diaguitas""}",c,Los atacameños fueron el primer pueblo que encontraron los españoles al ingresar a Chile por el norte a través del desierto de Atacama,,2,2025-03-20 23:17:07.840262+00,true,Historia de Chile,,
8cdc0863-275b-4828-bcd8-64d5ca45dad1,M2,"En un triángulo rectángulo, si un cateto mide 3 y la hipotenusa mide 5, ¿cuánto mide el otro cateto?","{""a"": ""2"", ""b"": ""3"", ""c"": ""4"", ""d"": ""5""}",c,"Por el teorema de Pitágoras: 3² + x² = 5². Por lo tanto, x² = 25 - 9 = 16, entonces x = 4",Geometría,2,2025-03-20 21:55:19.022593+00,true,Geometría,Razones trigonométricas,
98b6b2c1-d13f-4a78-be45-afc25c850d17,M1,"Si f(x) = x² + 2x + 1, ¿cuál es el vértice de la parábola?","{""a"": ""(-1, 0)"", ""b"": ""(0, 1)"", ""c"": ""(-1, 1)"", ""d"": ""(1, 4)""}",a,"Para encontrar el vértice, calculamos x = -b/(2a) = -2/(2(1)) = -1, y luego f(-1) = (-1)² + 2(-1) + 1 = 1 - 2 + 1 = 0",Funciones,3,2025-03-20 22:01:07.262597+00,true,Álgebra y Funciones,Ecuaciones e inecuaciones de primer grado,
9cd856fa-d560-407b-9b47-da8c3f734280,L,"¿Cuál es el núcleo del sujeto en la oración ""Los estudiantes de la universidad protestaron""?","{""a"": ""Los"", ""b"": ""Estudiantes"", ""c"": ""Universidad"", ""d"": ""Protestaron""}",b,"""Estudiantes"" es el núcleo del sujeto porque es el sustantivo principal del que se habla en la oración",Análisis sintáctico,2,2025-03-20 22:01:49.026535+00,true,Evaluar,Crítica del contenido,
9e383aa5-ac7b-44a2-804a-e3caee721d47,H,¿Qué proceso histórico dio origen a la Primera Guerra Mundial?,"{""a"": ""La Revolución Industrial"", ""b"": ""El imperialismo europeo"", ""c"": ""La Revolución Rusa"", ""d"": ""La Gran Depresión""}",b,El imperialismo europeo y la competencia entre potencias por territorios y recursos fue la causa fundamental de la Primera Guerra Mundial,,3,2025-03-20 23:17:07.840262+00,true,Geografía,,
9ef4b69d-d181-4a22-a570-70a820bdb566,M1,"Si log₂(x) = 3, ¿cuál es el valor de x?","{""a"": ""6"", ""b"": ""8"", ""c"": ""9"", ""d"": ""12""}",b,"Si log₂(x) = 3, entonces 2³ = x. Por lo tanto, x = 8",Álgebra,2,2025-03-20 22:01:07.262597+00,true,Álgebra y Funciones,Expresiones algebraicas,
a869cad1-1614-4e65-93f8-3c8d22badb31,CF,¿Cuál es la unidad básica de la vida?,"{""a"": ""Átomo"", ""b"": ""Célula"", ""c"": ""Molécula"", ""d"": ""Tejido""}",b,La célula es la unidad básica estructural y funcional de todos los seres vivos,Física,1,2025-03-20 21:56:49.413223+00,true,Física,Mecánica,
a99e2f35-8280-4f3b-9c5e-f85d7fe5c5f5,H,¿Qué acontecimiento marca el inicio de la Edad Contemporánea?,"{""a"": ""La caída de Constantinopla"", ""b"": ""La Revolución Francesa"", ""c"": ""El descubrimiento de América"", ""d"": ""La Primera Guerra Mundial""}",b,La Revolución Francesa (1789) marca convencionalmente el inicio de la Edad Contemporánea por sus profundas transformaciones políticas y sociales,,1,2025-03-20 23:17:07.840262+00,true,Geografía,,
ab9c2417-16ea-420d-89b8-b5d2a2f0ba16,L,¿Qué tipo de texto es aquel que busca convencer al lector sobre una idea?,"{""a"": ""Narrativo"", ""b"": ""Descriptivo"", ""c"": ""Argumentativo"", ""d"": ""Expositivo""}",c,El texto argumentativo tiene como objetivo principal persuadir al lector sobre una idea o punto de vista,Análisis sintáctico,1,2025-03-20 22:01:49.026535+00,true,Evaluar,Crítica del contenido,
b63152cc-05c9-47b1-9b88-352ca510d36e,H,¿Qué característica principal tuvo el período de la República Conservadora en Chile?,"{""a"": ""Sufragio universal"", ""b"": ""Autoritarismo presidencial"", ""c"": ""Reforma agraria"", ""d"": ""Industrialización masiva""}",b,La República Conservadora (1831-1861) se caracterizó por un fuerte autoritarismo presidencial y el predominio del partido conservador,,3,2025-03-20 23:17:07.840262+00,true,Historia de Chile,,
bac27b1e-6557-4b73-9376-0f10c9387c00,M1,"¿Cuál es la pendiente de la recta que pasa por los puntos (1,2) y (3,6)?","{""a"": ""1"", ""b"": ""2"", ""c"": ""3"", ""d"": ""4""}",b,La pendiente se calcula como (y₂-y₁)/(x₂-x₁) = (6-2)/(3-1) = 4/2 = 2,Álgebra,2,2025-03-20 22:01:07.262597+00,true,Álgebra y Funciones,Expresiones algebraicas,
bb9ef731-7006-4825-b162-49027bc63ae7,L,"¿Qué figura literaria se utiliza en la frase ""Sus cabellos son de oro""?","{""a"": ""Hipérbole"", ""b"": ""Metáfora"", ""c"": ""Símil"", ""d"": ""Personificación""}",b,"Es una metáfora porque establece una identificación directa entre el cabello y el oro, sin usar ""como"" o ""parece""",Análisis sintáctico,1,2025-03-20 22:01:49.026535+00,true,Evaluar,Crítica del contenido,
c5073bee-289a-43f9-84db-50648eac2df8,H,¿Cuál fue el principal efecto social de la Revolución Industrial?,"{""a"": ""El surgimiento de la clase obrera"", ""b"": ""La abolición de la esclavitud"", ""c"": ""El fin del feudalismo"", ""d"": ""La igualdad de género""}",a,"La Revolución Industrial provocó el surgimiento de la clase obrera o proletariado industrial, transformando radicalmente la estructura social",,2,2025-03-20 23:17:07.840262+00,true,Geografía,,
c5a36f45-9725-43bc-a6a5-c59b35c0fc5d,M2,¿Cuál es el área de un círculo de radio 3 unidades?,"{""a"": ""6π"", ""b"": ""9π"", ""c"": ""12π"", ""d"": ""18π""}",b,"El área de un círculo es A = πr². Por lo tanto, A = π(3)² = 9π",Geometría,1,2025-03-20 21:55:19.022593+00,true,Geometría,Razones trigonométricas,
c7eeff82-bb46-44bd-abcb-27684f144a4b,M1,"Si (x + 2)(x - 3) = 0, ¿cuáles son los valores de x?","{""a"": ""x = 2 y x = 3"", ""b"": ""x = -2 y x = 3"", ""c"": ""x = 2 y x = -3"", ""d"": ""x = -2 y x = -3""}",b,"Por propiedad del producto nulo, si (x + 2)(x - 3) = 0, entonces x + 2 = 0 o x - 3 = 0. Por lo tanto, x = -2 o x = 3",Álgebra,2,2025-03-20 22:01:07.262597+00,true,Álgebra y Funciones,Expresiones algebraicas,
cbc3cbdd-01ed-420c-b126-c7357a5bca49,L,¿Cuál de las siguientes palabras es esdrújula?,"{""a"": ""Camion"", ""b"": ""Telefono"", ""c"": ""Médico"", ""d"": ""Reloj""}",c,"""Médico"" es una palabra esdrújula porque el acento está en la antepenúltima sílaba",Análisis sintáctico,1,2025-03-20 22:01:49.026535+00,true,Evaluar,Crítica del contenido,
cf197cd7-f489-4fc2-9ead-5bcba3ef5059,CQ,¿Qué tipo de enlace químico se forma cuando los átomos comparten electrones?,"{""a"": ""Iónico"", ""b"": ""Covalente"", ""c"": ""Metálico"", ""d"": ""Van der Waals""}",b,El enlace covalente se forma cuando los átomos comparten pares de electrones,Química,3,2025-03-20 21:56:49.413223+00,true,Química,Estructura atómica,
cf274e12-b70c-4a63-8d5e-543720650f5d,H,¿Qué característica define al clima mediterráneo presente en la Zona Central de Chile?,"{""a"": ""Lluvias todo el año"", ""b"": ""Veranos lluviosos"", ""c"": ""Estaciones muy marcadas"", ""d"": ""Temperaturas extremas""}",c,"El clima mediterráneo se caracteriza por tener estaciones muy marcadas, con veranos secos y calurosos e inviernos húmedos y templados",,2,2025-03-20 23:17:07.840262+00,true,Historia de Chile,Geografía física de Chile,
d496f140-531c-4a06-b35d-883f399b6c74,H,¿Qué reforma constitucional estableció la separación de la Iglesia y el Estado en Chile?,"{""a"": ""Constitución de 1833"", ""b"": ""Reforma de 1874"", ""c"": ""Constitución de 1925"", ""d"": ""Reforma de 1967""}",c,"La Constitución de 1925 estableció formalmente la separación de la Iglesia y el Estado en Chile, terminando con el Estado confesional",,2,2025-03-20 23:17:07.840262+00,true,Historia de Chile,,
db0c25a2-6a3f-431b-8fb0-2096c21b816e,M1,¿Cuál es el dominio de la función f(x) = √(x + 4)?,"{""a"": ""x ≥ -4"", ""b"": ""x > -4"", ""c"": ""x ≤ -4"", ""d"": ""x < -4""}",a,"Para que exista la raíz cuadrada, el radicando debe ser mayor o igual a cero: x + 4 ≥ 0, por lo tanto x ≥ -4",Funciones,3,2025-03-20 22:01:07.262597+00,true,Álgebra y Funciones,Ecuaciones e inecuaciones de primer grado,
e7027f96-703e-4e5c-9bd2-5867e490062e,M2,"En una urna hay 3 bolas rojas y 2 azules. Si se extraen dos bolas sin reposición, ¿cuál es la probabilidad de que ambas sean rojas?","{""a"": ""3/10"", ""b"": ""1/5"", ""c"": ""3/5"", ""d"": ""2/5""}",a,P(RR) = (3/5)(2/4) = 6/20 = 3/10,Probabilidad,3,2025-03-20 21:55:19.022593+00,true,Probabilidad y Estadística,Probabilidad condicional,
e81d09f5-63bb-46a4-913c-2acf2ba9240b,L,"¿Cuál es el modo verbal en la oración ""¡Cierra la puerta!""?","{""a"": ""Indicativo"", ""b"": ""Subjuntivo"", ""c"": ""Imperativo"", ""d"": ""Condicional""}",c,El modo imperativo se usa para dar órdenes o hacer peticiones directas,Análisis sintáctico,2,2025-03-20 22:01:49.026535+00,true,Evaluar,Crítica del contenido,
e91c6bdc-869a-45e8-858a-92fb15f05b2e,M1,¿Cuál es la solución de la ecuación |x - 2| = 3?,"{""a"": ""x = -1 o x = 5"", ""b"": ""x = -1 o x = 1"", ""c"": ""x = 1 o x = 5"", ""d"": ""x = -5 o x = -1""}",a,|x - 2| = 3 significa que x - 2 = 3 o x - 2 = -3. Resolviendo: x = 5 o x = -1,Álgebra,3,2025-03-20 22:01:07.262597+00,true,Álgebra y Funciones,Expresiones algebraicas,Resolución de ecuaciones lineales e inecuaciones
ed5cd1b5-c82e-4ddf-87ff-6cd7da585bc4,CB,¿Cuál es la función principal del ADN?,"{""a"": ""Almacenar información genética"", ""b"": ""Producir energía"", ""c"": ""Transportar oxígeno"", ""d"": ""Digerir alimentos""}",a,El ADN almacena la información genética necesaria para el desarrollo y funcionamiento de los seres vivos,Biología,2,2025-03-20 21:56:49.413223+00,true,Biología,Sistemas biológicos,
f3ecde5a-7c3b-4600-babf-71421e180050,L,"¿Qué recurso literario se utiliza en ""El viento susurra entre los árboles""?","{""a"": ""Hipérbole"", ""b"": ""Metáfora"", ""c"": ""Personificación"", ""d"": ""Símil""}",c,Es una personificación porque atribuye una acción humana (susurrar) a algo no humano (el viento),Análisis sintáctico,2,2025-03-20 22:01:49.026535+00,true,Evaluar,Crítica del contenido,
fc1d961f-4542-457b-af9a-d3bcb0f90259,L,"¿Qué tipo de palabra es ""rápidamente"" en función de su morfología?","{""a"": ""Adjetivo"", ""b"": ""Adverbio"", ""c"": ""Sustantivo"", ""d"": ""Verbo""}",b,"""Rápidamente"" es un adverbio porque modifica la acción del verbo, indicando modo o manera",Análisis sintáctico,1,2025-03-20 22:01:49.026535+00,true,Evaluar,Crítica del contenido,
